,Name,Date,Rate,Votes,Genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Duration,Type,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
1533,Sicario: Day of the Soldado,2018,7.1,136602,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,Film,R,None,Severe,Moderate,Mild,Severe
1576,Elektra,2005,4.7,90046,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,Film,PG-13,None,Moderate,Mild,None,Mild
1679,The Losers,2010,6.3,97873,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
1718,Apache Junction,2021,3.8,178,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,Film,R,No Rate,No Rate,No Rate,No Rate,No Rate
2076,Triple Frontier,2019,6.4,117730,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,R,None,Moderate,Severe,Mild,Moderate
2148,Fast Five,2011,7.3,367689,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
2295,Nou fo,2021,7,849,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2342,Nerve,2016,6.5,122648,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,PG-13,Mild,Mild,Mild,Mild,Moderate
2607,S.W.A.T.,2003,6,143105,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
3166,Point Break,2015,5.3,60698,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
3225,Snakes on a Plane,2006,5.4,136125,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,Film,R,Moderate,Moderate,Moderate,Moderate,Moderate
3236,Ci sha xiao shuo jia,2021,6.2,1758,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3363,Against All Odds,1984,5.9,11828,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,Moderate,Moderate,Severe,Moderate,Mild
4026,Point Break,2015,5.3,60698,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
4085,Snakes on a Plane,2006,5.4,136125,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,Film,R,Moderate,Moderate,Moderate,Moderate,Moderate
4096,Ci sha xiao shuo jia,2021,6.2,1758,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
4223,Against All Odds,1984,5.9,11828,"Action, Adventure, Crime",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,Moderate,Moderate,Severe,Moderate,Mild
5,Dune,2021,8.3,84636,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,Film,PG-13,None,Moderate,None,Mild,Moderate
30,Eternals,2021,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,Film,PG-13,No Rate,No Rate,No Rate,No Rate,No Rate
90,Avengers: Endgame,2019,8.4,947812,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,Film,PG-13,None,Moderate,Mild,Mild,Moderate
100,Gladiator,2000,8.5,1403705,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,Film,R,Mild,Severe,Mild,None,Severe
111,Batoru rowaiaru,2000,7.6,176302,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,Not Rated,Mild,Severe,Mild,Mild,Severe
124,The Tomorrow War,2021,6.6,170217,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Film,PG-13,None,Moderate,Mild,Mild,Moderate
152,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,1736338,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,Film,PG-13,None,Moderate,None,Mild,Moderate
370,News of the World,2020,6.8,76239,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Film,PG-13,None,Mild,Mild,Mild,Mild
428,The Revenant,2015,8,745279,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,Film,R,Mild,Severe,Moderate,Mild,Severe
441,The Lord of the Rings: The Return of the King,2003,8.9,1715063,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,Film,PG-13,None,Moderate,None,Mild,Moderate
447,The Ice Road,2021,5.6,26526,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,Film,PG-13,None,Moderate,Moderate,Mild,Moderate
530,The Last of the Mohicans,1992,7.7,159819,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,Film,R,Mild,Moderate,None,None,Moderate
587,Morbius,2022,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,PG-13,No Rate,No Rate,No Rate,No Rate,No Rate
637,Robin Hood: Prince of Thieves,1991,6.9,185763,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
687,The Lord of the Rings: The Two Towers,2002,8.7,1550497,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,Film,PG-13,None,Moderate,None,Mild,Moderate
781,Mulan,2020,5.7,136564,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,Film,PG-13,None,Mild,None,None,Mild
838,Black Panther: Wakanda Forever,2022,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
928,Kingdom of Heaven,2005,7.2,276066,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,Film,R,Mild,Severe,Mild,Mild,Moderate
980,Apocalypto,2006,7.8,300439,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,Film,R,Moderate,Severe,Mild,None,Severe
986,The Poseidon Adventure,1972,7.1,42951,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,Film,PG,Mild,Mild,Mild,Mild,Moderate
1038,Willow,1988,7.3,107126,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Film,PG,None,Mild,Mild,Mild,Moderate
1112,Dune 2,1965,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1275,King Arthur: Legend of the Sword,2017,6.7,203421,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Film,PG-13,Mild,Moderate,Moderate,None,Moderate
1304,I Am Legend,2007,7.2,715105,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Film,PG-13,None,Moderate,Mild,None,Moderate
1307,The Northman,2022,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1364,Noah,2014,5.7,249167,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Film,(Banned),Mild,Moderate,None,Mild,Severe
1378,King Kong,2005,7.2,407876,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1392,Snow White and the Huntsman,2012,6.1,281060,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1418,Shichinin no samurai,1954,8.6,329876,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,Film,Not Rated,Mild,Mild,Mild,Mild,Mild
1436,King Arthur,2004,6.3,163364,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Film,PG-13,Mild,Severe,Mild,Mild,Moderate
1477,Superman,1978,7.3,167239,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,Film,PG,Mild,Mild,Mild,Mild,Mild
1480,The Huntsman: Winter's War,2016,6.1,104105,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1485,The Book of Eli,2010,6.9,304459,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Film,R,Mild,Severe,Moderate,Mild,Moderate
1502,Robin Hood,2018,5.3,69178,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1516,The Count of Monte Cristo,2002,7.7,133384,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1519,Okja,2017,7.3,113282,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Film,TV-MA,Mild,Moderate,Moderate,Mild,Severe
1552,Master and Commander: The Far Side of the World,2003,7.4,211885,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Film,PG-13,None,Moderate,Mild,Mild,Moderate
1635,The Twilight Saga: Eclipse,2010,5,236536,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1663,Excalibur,1981,7.4,59746,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,Film,R,Moderate,Moderate,None,None,Mild
1726,Robin Hood,2010,6.6,260414,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1781,War for the Planet of the Apes,2017,7.4,240090,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,Film,PG-13,None,Moderate,Mild,Mild,Moderate
1947,Awake,2021,4.8,18244,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,TV-MA,Moderate,Moderate,Moderate,Mild,Moderate
1962,Exodus: Gods and Kings,2014,6,163953,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Film,(Banned),None,Moderate,None,Mild,Moderate
2039,Seungriho,2021,6.6,21980,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,Film,TV-MA,None,Mild,Moderate,Mild,Mild
2079,The Legend of Tarzan,2016,6.2,170238,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,PG-13,Mild,Mild,Mild,None,Mild
2139,Descendants 3,2019,6.6,6845,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,Film,TV-G,None,Mild,None,None,Mild
2199,The Mountain Between Us,2017,6.4,71634,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,Film,PG-13,Mild,Mild,Mild,None,Mild
2207,The Guns of Navarone,1961,7.5,48149,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,Film,TV-PG,None,Moderate,Mild,Mild,Mild
2217,The Division,2022,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2308,The Perfect Storm,2000,6.4,161870,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
2328,Le pacte des loups,2001,7,64761,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Film,R,Severe,Severe,None,Mild,Moderate
2569,Hanna,2011,6.8,194732,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Film,PG-13,Mild,Moderate,Moderate,None,Moderate
2633,Dawn of the Planet of the Apes,2014,7.6,423774,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,None,Moderate,Moderate,Mild,Moderate
2708,The Spiderwick Chronicles,2008,6.5,92188,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,PG,None,Moderate,Mild,None,Moderate
2771,Spider-Man 4: Fan Film,2021,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2825,Carriers,2009,6,45437,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,Film,PG-13,None,Moderate,Moderate,Mild,Mild
2827,Rurôni Kenshin: Sai shûshô - The Beginning,2021,7.5,5981,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,Film,TV-MA,None,Severe,None,Mild,Mild
2999,The Man in the Iron Mask,1998,6.5,161678,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,Film,PG-13,Mild,Mild,Mild,None,None
3050,The Host,2013,5.9,113055,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,PG-13,None,None,None,None,None
3208,The Postman,1997,6.1,71409,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,Film,R,Moderate,Moderate,Mild,Mild,Moderate
3286,The Grey,2011,6.8,246614,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,Film,R,None,Severe,Severe,Mild,Severe
3336,War Horse,2011,7.2,152238,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,Film,PG-13,None,Moderate,Mild,Mild,Moderate
3349,Slow West,2015,6.9,44430,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,Film,R,Mild,Moderate,Mild,Mild,Moderate
3400,Flight of the Phoenix,2004,6.1,53254,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,PG-13,None,Mild,Mild,Mild,Moderate
3440,Star Trek: First Contact,1996,7.6,121655,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
3493,WarGames,1983,7.1,95161,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG,None,None,Mild,Mild,Mild
3563,Alpha,2018,6.7,59238,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,PG-13,None,Mild,None,None,Moderate
3631,Spider-Man 4: Fan Film,2021,NA,NA,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3685,Carriers,2009,6,45437,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,Film,PG-13,None,Moderate,Moderate,Mild,Mild
3687,Rurôni Kenshin: Sai shûshô - The Beginning,2021,7.5,5981,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,Film,TV-MA,None,Severe,None,Mild,Mild
3859,The Man in the Iron Mask,1998,6.5,161678,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,Film,PG-13,Mild,Mild,Mild,None,None
3910,The Host,2013,5.9,113055,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,PG-13,None,None,None,None,None
4068,The Postman,1997,6.1,71409,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,Film,R,Moderate,Moderate,Mild,Mild,Moderate
4146,The Grey,2011,6.8,246614,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,Film,R,None,Severe,Severe,Mild,Severe
4196,War Horse,2011,7.2,152238,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,Film,PG-13,None,Moderate,Mild,Mild,Moderate
4209,Slow West,2015,6.9,44430,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,Film,R,Mild,Moderate,Mild,Mild,Moderate
4260,Flight of the Phoenix,2004,6.1,53254,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,PG-13,None,Mild,Mild,Mild,Moderate
4300,Star Trek: First Contact,1996,7.6,121655,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
4353,WarGames,1983,7.1,95161,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG,None,None,Mild,Mild,Mild
4423,Alpha,2018,6.7,59238,"Action, Adventure, Drama",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,PG-13,None,Mild,None,None,Moderate
491,Maleficent,2014,7,358078,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,Film,PG,None,Moderate,None,None,Mild
638,Harry Potter and the Order of the Phoenix,2007,7.5,536993,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Film,PG-13,None,Moderate,Mild,None,Moderate
704,Harry Potter and the Half-Blood Prince,2009,7.6,501363,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,Film,PG,None,Moderate,Mild,Mild,Moderate
1430,The Last Airbender,2010,4,158582,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,Film,PG,None,Mild,None,None,Moderate
2005,Tomorrowland,2015,6.4,177597,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG,None,Mild,Mild,None,Mild
2099,Clash of the Titans,1981,6.9,42909,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Film,PG,Mild,Moderate,None,None,Mild
2458,Journey to the Center of the Earth,2008,5.8,117919,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Film,PG,None,Mild,None,None,Moderate
2718,Tayna pechati drakona,2019,4.7,5579,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Film,PG-13,None,Mild,Mild,Mild,Mild
2822,The Chronicles of Narnia: Prince Caspian,2008,6.5,201807,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Film,PG,None,Moderate,None,None,Moderate
2958,The Rocketeer,1991,6.5,55673,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,Film,PG,None,Mild,Mild,Mild,Mild
3036,Lost in Space,1998,5.2,70890,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,Mild,Mild,Mild,None,Mild
3347,Eragon,2006,5.1,124300,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Film,PG,None,Mild,None,None,Mild
3682,The Chronicles of Narnia: Prince Caspian,2008,6.5,201807,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Film,PG,None,Moderate,None,None,Moderate
3818,The Rocketeer,1991,6.5,55673,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,Film,PG,None,Mild,Mild,Mild,Mild
3896,Lost in Space,1998,5.2,70890,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,Mild,Mild,Mild,None,Mild
4207,Eragon,2006,5.1,124300,"Action, Adventure, Family",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Film,PG,None,Mild,None,None,Mild
9,Shang-Chi and the Legend of the Ten Rings,2021,7.9,109552,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132,Film,PG-13,None,Moderate,Mild,Mild,Mild
85,Snake Eyes: G.I. Joe Origins,2021,5.4,24928,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,PG-13,None,Moderate,Moderate,Mild,Moderate
120,Wonder Woman 1984,2020,5.4,233753,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,Film,PG-13,Mild,Mild,Mild,None,Mild
121,Zack Snyder's Justice League,2021,8.1,340603,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,Film,R,None,Moderate,Mild,Mild,Moderate
148,Mortal Kombat,2021,6.1,145124,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,R,None,Severe,Severe,Mild,Severe
218,Suicide Squad,2016,5.9,653390,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
230,Thor: Love and Thunder,2022,NA,NA,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
270,Star Wars: Episode IX - The Rise of Skywalker,2019,6.5,405145,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Film,PG-13,None,Moderate,Mild,None,Moderate
332,The Amazing Spider-Man,2012,6.9,583453,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
345,Avatar,2009,7.8,1158903,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
347,The Mummy,1999,7,408196,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
351,Tomb Raider,2018,6.3,203315,"Action, Adventure, Fantasy",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,Film,PG-13,None,Moderate,Mild,Mild,Moderate
