,Name,Date,Rate,Votes,Genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Duration,Type,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
4312,Paths of Glory,1957,8.4,187737,"Drama, War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,Film,Approved,None,Moderate,Mild,Mild,Moderate
42,The Harder They Fall,2021,5.2,315,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,Film,R,Mild,Severe,Moderate,Moderate,Severe
163,Django Unchained,2012,8.4,1432853,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,Film,R,Moderate,Severe,Severe,Mild,Severe
848,Unforgiven,1992,8.2,392997,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,Film,R,Moderate,Moderate,Moderate,Mild,Moderate
1270,True Grit,2010,7.6,324184,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,Film,PG-13,None,Severe,Mild,Mild,Moderate
1914,Hostiles,2017,7.2,78212,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,Film,R,None,Severe,Moderate,Mild,Moderate
2918,Pale Rider,1985,7.3,56565,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,Film,R,Mild,Severe,Mild,Mild,Moderate
3223,First Cow,2019,7.1,15010,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,Film,PG-13,None,None,Mild,Mild,Mild
3778,Pale Rider,1985,7.3,56565,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,Film,R,Mild,Severe,Mild,Mild,Moderate
4083,First Cow,2019,7.1,15010,"Drama, Western",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,Film,PG-13,None,None,Mild,Mild,Mild
343,Under Wraps,2021,4.7,369,"Family, Fantasy",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,Film,TV-Y7,No Rate,No Rate,No Rate,No Rate,No Rate
193,Nightbooks,2021,5.8,5795,"Family, Fantasy, Horror",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,103,Film,TV-PG,None,Mild,Mild,None,Moderate
1008,Willy Wonka & the Chocolate Factory,1971,7.8,188998,"Family, Fantasy, Musical",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,Film,G,None,Mild,None,Mild,Moderate
1967,The Good Witch,2008,7.2,3971,"Family, Fantasy, Romance",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,89,Film,TV-PG,None,None,None,None,None
2758,Z-O-M-B-I-E-S,2018,6.2,4532,"Family, Musical, Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,94,Film,TV-G,None,Mild,None,None,Mild
3618,Z-O-M-B-I-E-S,2018,6.2,4532,"Family, Musical, Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,94,Film,TV-G,None,Mild,None,None,Mild
569,E.T. the Extra-Terrestrial,1982,7.8,388301,"Family, Sci-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115,Film,PG,None,Mild,Mild,Mild,Moderate
1241,Unaired Game of Thrones Prequel Pilot,2019,6.6,90,Fantasy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
176,Thir13en Ghosts,2001,5.6,83586,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Moderate,None,Severe
494,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,75796,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,96,Film,R,Moderate,Severe,Moderate,Moderate,Severe
2136,Nosferatu,1922,7.9,92629,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,Film,Not Rated,None,Mild,None,Mild,Moderate
2156,A Nightmare on Elm Street: The Dream Child,1989,5.1,43348,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,Film,R,Mild,Severe,Moderate,Mild,Severe
2229,Freddy's Dead: The Final Nightmare,1991,4.9,44085,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,Film,R,Mild,Moderate,Moderate,Moderate,Moderate
2546,The Mortuary Collection,2019,6.4,10365,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,108,Film,Not Rated,Moderate,Severe,Mild,Mild,Moderate
2629,Pumpkinhead,1988,6.2,22424,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,Film,R,None,Moderate,Mild,Mild,Moderate
2813,The Grudge,2020,4.3,23108,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,Film,R,None,Severe,Moderate,Mild,Severe
3275,The Mummy,1932,7.1,25217,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,73,Film,Approved,None,Mild,None,None,Mild
3318,Creepshow 2,1987,6.1,24196,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Moderate,Severe,Moderate,Mild,Moderate
3411,Wishmaster,1997,5.8,22408,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90,Film,R,None,Severe,Moderate,Mild,Moderate
3673,The Grudge,2020,4.3,23108,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,94,Film,R,None,Severe,Moderate,Mild,Severe
4135,The Mummy,1932,7.1,25217,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,73,Film,Approved,None,Mild,None,None,Mild
4178,Creepshow 2,1987,6.1,24196,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Moderate,Severe,Moderate,Mild,Moderate
4271,Wishmaster,1997,5.8,22408,"Fantasy, Horror",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90,Film,R,None,Severe,Moderate,Mild,Moderate
418,Sleepy Hollow,1999,7.3,344487,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,105,Film,R,Mild,Severe,None,Mild,Moderate
731,The Haunting,1999,5,74101,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,113,Film,PG-13,None,Moderate,Mild,None,Moderate
1249,Wes Craven's New Nightmare,1994,6.5,54771,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,112,Film,R,None,Severe,Mild,Mild,Severe
2407,1408,2007,6.8,262802,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,104,Film,PG-13,Mild,Moderate,Moderate,Moderate,Severe
2445,Gretel & Hansel,2020,5.4,28088,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,87,Film,PG-13,None,Moderate,None,Mild,Moderate
2826,Red Riding Hood,2011,5.5,110201,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,100,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
3686,Red Riding Hood,2011,5.5,110201,"Fantasy, Horror, Mystery",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,100,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
364,Fright Night,1985,7.1,65518,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,106,Film,R,Moderate,Severe,Moderate,Mild,Moderate
619,Child's Play,1988,6.6,94273,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87,Film,R,Mild,Moderate,Moderate,Mild,Moderate
990,Mama,2013,6.2,174744,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,100,Film,PG-13,Mild,Moderate,Moderate,Mild,Severe
1376,Pet Sematary,1989,6.6,98838,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,103,Film,R,None,Severe,Mild,Mild,Severe
1550,Eraserhead,1977,7.4,109694,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,89,Film,Not Rated,Mild,Moderate,Mild,None,Severe
1884,Nope,2022,NA,NA,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2441,Jason Goes to Hell: The Final Friday,1993,4.2,30684,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2638,Witch Hunt,2021,4.3,409,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,98,Film,R,No Rate,No Rate,No Rate,No Rate,No Rate
2777,Cat People,1942,7.3,21459,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,73,Film,Not Rated,Mild,Mild,None,Mild,Mild
3145,Cat People,1982,6.2,20284,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,118,Film,R,Moderate,Moderate,Mild,None,Moderate
3637,Cat People,1942,7.3,21459,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,73,Film,Not Rated,Mild,Mild,None,Mild,Mild
4005,Cat People,1982,6.2,20284,"Fantasy, Horror, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,118,Film,R,Moderate,Moderate,Mild,None,Moderate
1934,Vanilla Sky,2001,6.9,256076,"Fantasy, Mystery, Romance",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,136,Film,R,Moderate,Moderate,Severe,Mild,Moderate
1824,Dark City,1998,7.6,194042,"Fantasy, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,100,Film,R,Mild,Moderate,None,Mild,Moderate
2417,Triangle,2009,6.9,109150,"Fantasy, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,99,Film,R,None,Severe,Moderate,None,Severe
873,Paradise Hills,2019,5.4,21145,"Fantasy, Sci-Fi, Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,95,Film,TV-14,Mild,Mild,Mild,Mild,Mild
1629,12 Mighty Orphans,2021,6.8,2576,"History, Sport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,118,Film,PG-13,Mild,Mild,Mild,Mild,Mild
95,A Nightmare on Elm Street,1984,7.5,218811,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Mild,Severe,Moderate,Mild,Severe
112,Halloween,2007,6.1,113922,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,Film,R,Severe,Severe,Severe,Mild,Severe
131,Halloween II,1981,6.5,81417,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Moderate,Severe,Moderate,Mild,Severe
137,It,2017,7.3,491621,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,Film,R,Mild,Severe,Severe,Mild,Severe
158,The Manor,2021,5.3,1677,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,Film,Not Rated,None,None,Mild,None,Mild
198,Ghost Ship,2002,5.5,97452,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Severe,Mild,Severe
285,The Evil Dead,1981,7.5,196137,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,Film,NC-17,Moderate,Severe,Mild,Mild,Severe
302,Dracula,1992,7.4,204366,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,Film,R,Severe,Severe,Mild,Mild,Severe
304,The Exorcist,1973,8,377673,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122,Film,R,Moderate,Moderate,Severe,Mild,Severe
341,Madres,2021,4.7,593,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,Film,Not Rated,Mild,Mild,Mild,Severe,Mild
377,The Texas Chain Saw Massacre,1974,7.5,147052,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,Film,R,None,Moderate,Mild,Mild,Severe
419,Halloween II,2009,4.8,51201,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,Film,R,Severe,Severe,Severe,Moderate,Severe
531,The Medium,2021,6.6,1525,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
568,The Black Phone,2021,8.9,132,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,Film,R,No Rate,Moderate,No Rate,No Rate,No Rate
643,Carrie,1976,7.4,176660,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,Film,R,Moderate,Severe,Moderate,Mild,Severe
685,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.5,65363,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,Film,R,Mild,Severe,Moderate,Mild,Moderate
796,The Human Centipede (First Sequence),2009,4.4,76180,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Moderate,Severe,Severe,Moderate,Severe
874,Martyrs,2008,7.1,88087,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,Film,R,Moderate,Severe,Mild,Mild,Severe
923,Evil Dead,2013,6.5,163319,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Mild,Severe,Severe,Mild,Severe
1129,House of 1000 Corpses,2003,6.1,82053,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,Film,R,Moderate,Severe,Severe,Mild,Severe
1154,The Amityville Horror,2005,6,109114,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,Film,R,Mild,Severe,Moderate,Mild,Moderate
1169,While We Sleep,2021,3.7,173,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1183,Hostel,2005,5.9,174601,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,Film,R,Severe,Severe,Severe,Severe,Severe
1317,Suspiria,1977,7.4,87191,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,Film,R,None,Severe,Mild,Mild,Severe
1330,Prince of Darkness,1987,6.7,40511,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,Film,R,None,Severe,Moderate,Mild,Severe
1379,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,52975,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,Film,R,Moderate,Severe,Moderate,Mild,Severe
1532,Drag Me to Hell,2009,6.5,194992,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,Film,PG-13,Mild,Severe,Mild,Mild,Severe
1537,Sleepaway Camp,1983,6.3,29814,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,Film,R,Moderate,Severe,Moderate,Mild,Moderate
1543,The Omen,1976,7.5,112851,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,Film,R,Mild,Moderate,Mild,Mild,Severe
1564,Salem's Lot,2022,NA,NA,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1616,The Howling,1981,6.6,33278,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Mild,Mild,Severe
1717,Venom,2005,4.6,9923,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,Film,R,Mild,Severe,Severe,Mild,Severe
1873,The Resort,2021,3,1815,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1896,Separation,2021,4.6,1552,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,Film,R,None,Mild,Mild,Mild,Moderate
1930,The Haunting,1963,7.5,37901,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,Film,G,None,Mild,Mild,Mild,Moderate
2126,Hostel: Part II,2007,5.5,88047,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,Film,R,Severe,Severe,Severe,Mild,Severe
2138,The Dark and the Wicked,2020,6.1,13258,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,Film,Not Rated,Mild,Severe,Moderate,Mild,Severe
2188,The Amityville Horror,1979,6.2,37554,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,Film,R,Mild,Moderate,Mild,Mild,Moderate
2266,House of Wax,1953,7.1,17302,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,Film,GP,Mild,Moderate,None,Mild,Moderate
2270,The Slumber Party Massacre,1982,5.7,13183,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,Film,R,Moderate,Severe,Mild,Moderate,Moderate
2286,Southbound,2015,5.9,18155,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,Film,R,Mild,Severe,Severe,Mild,Severe
2422,Aterrados,2017,6.5,13708,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,Film,Not Rated,None,Moderate,Mild,Mild,Severe
2451,The Power,2021,5.5,2996,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2494,Poltergeist II: The Other Side,1986,5.7,26214,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,PG-13,Mild,Moderate,Mild,Mild,Severe
2574,The Strangers: Prey at Night,2018,5.2,29360,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,Film,R,None,Severe,Moderate,Mild,Severe
2627,Gon-ji-am,2018,6.3,6759,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,Film,Not Rated,None,Mild,Mild,Mild,Severe
2721,The Burning,1981,6.4,17549,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Moderate,Mild,Moderate
2804,The Innocents,1961,7.8,28792,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,Film,Not Rated,None,Mild,None,None,Moderate
2881,Hellraiser III: Hell on Earth,1992,5.5,29195,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,Film,R,Moderate,Severe,Severe,Moderate,Severe
3047,Bite,2015,4.9,4799,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,Film,Not Rated,Moderate,Severe,Mild,Mild,Severe
3064,Haute tension,2003,6.8,70045,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Moderate,Mild,Severe
3111,The Black Book,2021,3.3,69,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3126,The Exorcist,2023,NA,NA,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3221,Cabin Fever,2002,5.6,76101,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,Film,R,Moderate,Severe,Severe,Moderate,Severe
3308,Exorcist II: The Heretic,1977,3.8,23604,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,Film,R,Mild,Moderate,Mild,None,Moderate
3416,À l'intérieur,2007,6.7,39232,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,Film,R,None,Severe,Moderate,Mild,Severe
3432,Snuff Films,2007,4.1,61,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3514,Night of the Living Dead,1990,6.9,40684,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Mild,Severe,Moderate,Mild,Moderate
3582,The Human Centipede II (Full Sequence),2011,3.8,37492,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,Not Rated,Severe,Severe,Severe,Mild,Severe
3664,The Innocents,1961,7.8,28792,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,Film,Not Rated,None,Mild,None,None,Moderate
3741,Hellraiser III: Hell on Earth,1992,5.5,29195,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,Film,R,Moderate,Severe,Severe,Moderate,Severe
3907,Bite,2015,4.9,4799,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,Film,Not Rated,Moderate,Severe,Mild,Mild,Severe
3924,Haute tension,2003,6.8,70045,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,R,Moderate,Severe,Moderate,Mild,Severe
3971,The Black Book,2021,3.3,69,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3986,The Exorcist,2023,NA,NA,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
4081,Cabin Fever,2002,5.6,76101,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,Film,R,Moderate,Severe,Severe,Moderate,Severe
4168,Exorcist II: The Heretic,1977,3.8,23604,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,Film,R,Mild,Moderate,Mild,None,Moderate
4276,À l'intérieur,2007,6.7,39232,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,Film,R,None,Severe,Moderate,Mild,Severe
4292,Snuff Films,2007,4.1,61,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
4374,Night of the Living Dead,1990,6.9,40684,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Film,R,Mild,Severe,Moderate,Mild,Moderate
4442,The Human Centipede II (Full Sequence),2011,3.8,37492,Horror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,Film,Not Rated,Severe,Severe,Severe,Mild,Severe
3117,Grizzly II: The Predator,2020,3.2,817,"Horror, Music, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,74,Film,Not Rated,No Rate,Severe,Moderate,No Rate,No Rate
3340,We Summon the Darkness,2019,5.2,9100,"Horror, Music, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,91,Film,R,None,Moderate,Severe,Moderate,Moderate
3977,Grizzly II: The Predator,2020,3.2,817,"Horror, Music, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,74,Film,Not Rated,No Rate,Severe,Moderate,No Rate,No Rate
4200,We Summon the Darkness,2019,5.2,9100,"Horror, Music, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,91,Film,R,None,Moderate,Severe,Moderate,Moderate
71,Scream,1996,7.3,304350,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,111,Film,R,Mild,Severe,Moderate,Mild,Severe
